Sample_Name,MAG_Identifier,Contig,Start,Stop,ORF_ID,Best_Hit_ARO,Resistance Mechanism,AMR_Gene_Family,Antibiotic,Drug Class,Model_Type,Percent of Sequence,Identity_perc
bc2134,metabat2.12,contig_107_297,335543,338731,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.15
bc2134,metabat2.12,contig_112_17,10962,14141,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,42.21
bc2134,metabat2.12,contig_112_467,486650,487630,,SGM-6,antibiotic inactivation,SGM beta-lactamase,5649,carbapenem,Strict,100.00,97.85
bc2134,metabat2.25,contig_13_229,246563,247144,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,123.72,65.31
bc2134,metabat2.25,contig_1431_423,472465,475656,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,76.44
bc2134,metabat2.25,contig_24_473,505616,508768,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.19
bc2134,metabat2.25,contig_6_328,364351,367530,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.27
bc2134,metabat2.31,contig_1468_266,321829,325008,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,51.59
bc2134,metabat2.31,contig_190_32,26362,26703,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,105.61,46.15
bc2134,metabat2.33,contig_1495_850,911656,914886,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.61,70.89
bc2134,metabat2.33,contig_1496_23,27761,28171,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,96.45,55.88
bc2134,metabat2.33,contig_219_249,256629,256961,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,42.31
bc2134,semibin2,contig_10_30,33617,34189,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,121.79,65.99
bc2134,semibin2,contig_1561_51,59926,63105,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.27
bc2134,semibin2,contig_498_75,90022,93174,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.19
bc2134,semibin2,contig_63_44,42609,45800,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,75.97
bc2134,semibin2,contig_156_1136,1224797,1227961,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,43.22
bc2134,semibin2,contig_156_1186,1282196,1282753,,AAC(6')-IIa,antibiotic inactivation,AAC(6'),dibekacin; sisomicin; netilmicin; tobramycin; 2'-N-ethylnetilmicin; 5-episisomicin; gentamicin,aminoglycoside antibiotic,Strict,100.54,73.51
bc2134,semibin2,contig_387_1521,1575041,1578304,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,102.64,70.94
bc2134,semibin2,contig_1633_66,63883,67056,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.81,50.52
bc2134,semibin2,contig_1634_58,59728,62922,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.47,43.89
bc2134,semibin2,contig_38_40,56970,60155,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,42.62
bc2134,semibin2,contig_953_2,1129,3609,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.01,35.68
bc2134,semibin2,contig_299_53,64376,67585,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.94,69.3
bc2135,complete.1,contig_1_282,301991,302449,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,97.44,68.31
bc2135,complete.1,contig_1_945,999727,1001049,,Acinetobacter baumannii AbaQ,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,levofloxacin; nalidixic acid,fluoroquinolone antibiotic,Strict,101.38,72.96
bc2135,complete.1,contig_1_1225,1319443,1322541,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,97.45,43.49
bc2135,complete.1,contig_1_1274,1371854,1373503,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,99.64,42.02
bc2135,complete.1,contig_1_1284,1385251,1386960,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,103.27,40.55
bc2135,complete.1,contig_1_1467,1593827,1597018,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,66.86
bc2135,complete.1,contig_1_2126,2339579,2340451,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,103.20,33.71
bc2135,complete.1,contig_1_2872,3184151,3184567,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,97.87,60.43
bc2135,complete.1,contig_1_5897,6574577,6574765,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,101.64,80.65
bc2135,complete.8,contig_12_881,918045,921233,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.15
bc2135,complete.8,contig_12_1777,1866471,1867451,,SGM-6,antibiotic inactivation,SGM beta-lactamase,5649,carbapenem,Strict,100.00,97.85
bc2135,complete.8,contig_12_2228,2339960,2343139,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,42.21
bc2135,metabat2.14,contig_309_98,110098,113292,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.47,57.98
bc2135,metabat2.14,contig_309_559,630540,630965,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,100.00,55.88
bc2135,metabat2.14,contig_309_1915,2114109,2114546,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,135.51,50.0
bc2135,metabat2.15,contig_213_1326,1466663,1469815,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.19
bc2135,metabat2.3,contig_799_120,114024,117188,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,43.22
bc2135,metabat2.3,contig_974_83,89252,92515,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,102.64,70.94
bc2135,metabat2.7,contig_540_853,960554,960991,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,135.51,51.39
bc2135,metabat2.7,contig_540_2278,2491226,2491636,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,96.45,55.88
bc2135,semibin2,contig_111_666,766493,766822,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,42.31
bc2135,semibin2,contig_111_1263,1432535,1435699,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,44.15
bc2135,semibin2,contig_111_1629,1848853,1852008,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.24,42.15
bc2135,semibin2,contig_111_2001,2251717,2254887,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.72,44.94
bc2135,semibin2,contig_612_604,733916,734911,,vanH gene in vanB cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,102.48,41.1
bc2135,semibin2,contig_89_495,531030,534305,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,103.02,72.77
bc2135,semibin2,contig_90_529,586529,589831,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,103.87,60.11
bc2135,semibin2,contig_90_1029,1191171,1194356,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,42.22
bc2135,semibin2,contig_5_143,148624,151887,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,102.64,70.94
bc2135,semibin2,contig_701_240,248210,248767,,AAC(6')-Ib',antibiotic inactivation,AAC(6'),amikacin; tobramycin,aminoglycoside antibiotic,Strict,100.54,75.14
bc2135,semibin2,contig_701_293,305966,309130,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,43.12
bc2135,semibin2,contig_1015_892,982064,985264,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.66,51.23
bc2135,semibin2,contig_288_75,74944,78090,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.96,42.06
bc2135,semibin2,contig_289_1068,1092953,1093294,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,105.61,42.31
bc2135,semibin2,contig_291_215,184014,184760,,BlaB-9,antibiotic inactivation,BlaB beta-lactamase,4405,carbapenem; penicillin beta-lactam,Perfect,100.00,100.0
bc2135,semibin2,contig_316_114,104971,108147,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.91,41.49
bc2135,semibin2,contig_316_625,647017,649467,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,114.61,34.26
bc2135,semibin2,contig_317_752,845938,846816,,GOB-13,antibiotic inactivation,GOB beta-lactamase,3599,carbapenem; cephalosporin; penicillin beta-lactam,Perfect,100.00,100.0
bc2135,semibin2,contig_54_7,4927,5631,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,83.27,34.39
bc2135,semibin2,contig_54_400,425922,429044,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.21,41.69
bc2135,semibin2,contig_631_42,43941,44831,,CME-3,antibiotic inactivation,CME beta-lactamase,7502,penicillin beta-lactam,Strict,99.00,94.26
bc2135,semibin2,contig_631_49,50711,51043,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,44.44
bc2135,semibin2,contig_1040_94,91163,91996,,aadA27,antibiotic inactivation,ANT(3''),spectinomycin; streptomycin,aminoglycoside antibiotic,Strict,105.73,85.6
bc2135,semibin2,contig_151_15,8982,9245,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,142.62,89.09
bc2135,semibin2,contig_810_71,71216,74380,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,59.05
bc2135,semibin2,contig_935_1,175,438,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,142.62,89.09
bc2135,semibin2,contig_935_36,31382,31714,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,45.28
bc2135,semibin2,contig_1008_37,41783,42274,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,104.49,65.99
bc2135,semibin2,contig_231_51,53260,56451,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,76.34
bc2135,semibin2,contig_711_81,99185,102337,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,41.82
